ISCO,job_title,sub_major_category,sub_major_category_label,major_category,major_category_label
2141,industrial engineering adviser,21,Science and engineering professionals,2,Professionals
2131,genetic engineer,21,Science and engineering professionals,2,Professionals
8160,copper sidesman,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1223,games development director,12,Administrative and commercial managers,1,Managers
8131,pharmaceutical machine operative,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8211,assembly line operator,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
3311,share dealer,33,Business and administration associate professionals,3,Technicians and Associate Professionals
4213,pawnshop operator,42,Customer services clerks,4,Clerical Support Workers
8151,twiner-joiner-minder,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7535,liquor man,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
8181,clay drying tunnel operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
9333,warehouse foreman,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
2114,seismology research scientist,21,Science and engineering professionals,2,Professionals
7536,heel trimmer,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
4312,back office clerks,43,Numerical and material recording clerks,4,Clerical Support Workers
9329,kiln unloader,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
7224,rough cast grinder,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2421,regulatory affairs analyst,24,Business and administration professionals,2,Professionals
7413,box inspector,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
7114,floor screeder,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
9214,garden maintenance trainee,92,"Agricultural, forestry and fishery labourers",9,Elementary Occupations
4212,sports trader,42,Customer services clerks,4,Clerical Support Workers
2642,sub editor,26,"Legal, social and cultural professionals",2,Professionals
3341,administration supervisor,33,Business and administration associate professionals,3,Technicians and Associate Professionals
4321,warehouse operators for clothing,43,Numerical and material recording clerks,4,Clerical Support Workers
9333,driver-loader,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
8171,feltman,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
5223,outlet centre shop assistant,52,Sales workers,5,Service and Sales Workers
3435,scene technician,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
4312,life administrator,43,Numerical and material recording clerks,4,Clerical Support Workers
5243,beauty consultant,52,Sales workers,5,Service and Sales Workers
2330,teacher of business studies and economics in secondary schools,23,Teaching professionals,2,Professionals
2143,recycling equipment specialist,21,Science and engineering professionals,2,Professionals
8111,canchman,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7413,street lighting electrician,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
3211,ultrasonographer,32,Health associate professionals,3,Technicians and Associate Professionals
1324, crustaceans and molluscs distribution manager,13,Production and Specialized Services Managers,1,Managers
8181,wadder,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
4323,air freight coordinator,43,Numerical and material recording clerks,4,Clerical Support Workers
7131,red leader,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
5164,riding school trainer,51,Personal service workers,5,Service and Sales Workers
2149,contract engineering specialist,21,Science and engineering professionals,2,Professionals
8111,scraper,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3131,nuclear reactor controller,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3334,lettings agent,33,Business and administration associate professionals,3,Technicians and Associate Professionals
5111,cabin crew head,51,Personal service workers,5,Service and Sales Workers
8343,gantry crane technician,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
7412,power tool mechanic,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
7323,print finisher,73,Handicraft and printing workers,7,Craft and Related Trades Workers
1420,bread and pastries shop manager,14,"Hospitality, retail and other services managers",1,Managers
2310,lecturer of journalism,23,Teaching professionals,2,Professionals
2163,modeller,21,Science and engineering professionals,2,Professionals
2310,lecturer in classical languages,23,Teaching professionals,2,Professionals
4214,rent collector,42,Customer services clerks,4,Clerical Support Workers
2320,transportation technology vocational instructor,23,Teaching professionals,2,Professionals
1324,supply chain procurement manager,13,Production and Specialized Services Managers,1,Managers
8211,rolling stock assembler,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
2166,2D animation designer,21,Science and engineering professionals,2,Professionals
1324,maritime water transport general manager,13,Production and Specialized Services Managers,1,Managers
7223,die turner,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
8219,painter hand,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
9311,rock hand,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
3123,wall paperer supervisor,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7316,china painter,73,Handicraft and printing workers,7,Craft and Related Trades Workers
3255,veterinary massage therapist,32,Health associate professionals,3,Technicians and Associate Professionals
2422,political advisor,24,Business and administration professionals,2,Professionals
1420,building materials do it yourself store manager,14,"Hospitality, retail and other services managers",1,Managers
7543,motor vehicle assembly inspector,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2519,module integration tester,25,Information and communications technology professionals,2,Professionals
3152,vessel pilot,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3421,motorcycle driver,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
3115,boat engine tester,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2422,sports and recreation policy specialist,24,Business and administration professionals,2,Professionals
2164,transportation consultant,21,Science and engineering professionals,2,Professionals
2412,financial products relationship managers,24,Business and administration professionals,2,Professionals
8151,garnett operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8111,power loader operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
4212,odds expert,42,Customer services clerks,4,Clerical Support Workers
2643,philologist,26,"Legal, social and cultural professionals",2,Professionals
5241,commercial model,52,Sales workers,5,Service and Sales Workers
5223,organic vegetable specialised seller,52,Sales workers,5,Service and Sales Workers
8350,seaman recruit,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
3153,commander astronaut,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7223,burnishing machinist,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2641,author,26,"Legal, social and cultural professionals",2,Professionals
2513,web specialist,25,Information and communications technology professionals,2,Professionals
2310,lecturer of specialised healthcare,23,Teaching professionals,2,Professionals
7543,tank gauger,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
1439,conference centre manager,14,"Hospitality, retail and other services managers",1,Managers
2653,choreologist,26,"Legal, social and cultural professionals",2,Professionals
3312,credit control manager,33,Business and administration associate professionals,3,Technicians and Associate Professionals
1324,customs compliance manager in fish,13,Production and Specialized Services Managers,1,Managers
7223,finner,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
8189,edge bander operative,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2149,building materials engineering specialist,21,Science and engineering professionals,2,Professionals
1211,accounting office manager,12,Administrative and commercial managers,1,Managers
7316,enamel polisher,73,Handicraft and printing workers,7,Craft and Related Trades Workers
8181,glaze maker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8111,cable transporter,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1420,graduate trade regional manager,14,"Hospitality, retail and other services managers",1,Managers
8172,metal bandsaw operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2522,IT system configurator,25,Information and communications technology professionals,2,Professionals
2112,lab calibration technician,21,Science and engineering professionals,2,Professionals
7543,rail despatcher,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
9122,automotive cleaner,91,Cleaners and helpers,9,Elementary Occupations
5249,senior rental coordinator,52,Sales workers,5,Service and Sales Workers
2113,chemistry analyst,21,Science and engineering professionals,2,Professionals
7312,violin craftswoman,73,Handicraft and printing workers,7,Craft and Related Trades Workers
1323,quantity surveying consultant,13,Production and Specialized Services Managers,1,Managers
5414,personal safety specialist,54,Protective services workers,5,Service and Sales Workers
8189,adhesive bonding machine operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3123,painting and decorating supervisor,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3133,air separation plant worker,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2635,air force social worker,26,"Legal, social and cultural professionals",2,Professionals
7212,electric spot welding supervisor,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5112,railway conductor,51,Personal service workers,5,Service and Sales Workers
5419,parking manager,54,Protective services workers,5,Service and Sales Workers
9629,attraction attendant,96,Refuse workers and other elementary workers,9,Elementary Occupations
3341,higher grade supervisor,33,Business and administration associate professionals,3,Technicians and Associate Professionals
3112,water engineering technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
8211,car factory operative,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
5164,zoo presenter & animal keeper,51,Personal service workers,5,Service and Sales Workers
8151,bit winder,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8171,paper-making machine technician,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8160,separator operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7233,defect investigation engineer,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
7318,pattern loom weaver,73,Handicraft and printing workers,7,Craft and Related Trades Workers
4323,aeroplane dispatcher,43,Numerical and material recording clerks,4,Clerical Support Workers
9212,pig grader,92,"Agricultural, forestry and fishery labourers",9,Elementary Occupations
2633,family tree researcher,26,"Legal, social and cultural professionals",2,Professionals
8141,coagulation worker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2165,geomatics technician,21,Science and engineering professionals,2,Professionals
7522,architectural modeller,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
8151,baller,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8131,mash maker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7214,rivet tosser,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5223,bus and coach parts operative,52,Sales workers,5,Service and Sales Workers
3343,freelance scopist,33,Business and administration associate professionals,3,Technicians and Associate Professionals
9623,coin-operated washing machine operator,96,Refuse workers and other elementary workers,9,Elementary Occupations
3118,computer aided designer,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2143,supermarket recycling co-ordinator,21,Science and engineering professionals,2,Professionals
5120,deputy kitchen chef,51,Personal service workers,5,Service and Sales Workers
7223,chain making machine operative,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2659,urban artist,26,"Legal, social and cultural professionals",2,Professionals
9622,estate maintenance hand,96,Refuse workers and other elementary workers,9,Elementary Occupations
7322,hot press specialist,73,Handicraft and printing workers,7,Craft and Related Trades Workers
2635,social counsellor,26,"Legal, social and cultural professionals",2,Professionals
9312,lighting attendant,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
8113,gas transfer operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
9329,bobbin picker,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
4419,newspaper reader,44,Other clerical support workers,4,Clerical Support Workers
8151,silk finisher,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2431,marketing operations assistant,24,Business and administration professionals,2,Professionals
8143,corrugating machine technician,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3240,equine dental technician,32,Health associate professionals,3,Technicians and Associate Professionals
7422,telecommunications line maintainer,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
2149,wind turbine project engineer,21,Science and engineering professionals,2,Professionals
1420,circulation manager,14,"Hospitality, retail and other services managers",1,Managers
5223,computer games salesperson,52,Sales workers,5,Service and Sales Workers
2511,systems development officer,25,Information and communications technology professionals,2,Professionals
8142,vinyl record machine tender,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7211,caster,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
9611,household waste collector,96,Refuse workers and other elementary workers,9,Elementary Occupations
2145,biochemical technology engineering specialist,21,Science and engineering professionals,2,Professionals
2144,caravan engineer,21,Science and engineering professionals,2,Professionals
5223,optical equipment specialised seller,52,Sales workers,5,Service and Sales Workers
8111,journey attendant,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7533,bag sewer,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2519,IT audit manager,25,Information and communications technology professionals,2,Professionals
7114,terrazzo polisher,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
7316,aerographing stenciller,73,Handicraft and printing workers,7,Craft and Related Trades Workers
9121,garment presser,91,Cleaners and helpers,9,Elementary Occupations
5322,housemaster,53,Personal care workers,5,Service and Sales Workers
5223,kids toys and games specialised seller,52,Sales workers,5,Service and Sales Workers
4321,goods controller,43,Numerical and material recording clerks,4,Clerical Support Workers
8342,roller-compactor operator,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
3321,household insurance broker,33,Business and administration associate professionals,3,Technicians and Associate Professionals
1324,electronic and telecommunications equipment and parts logistics manager,13,Production and Specialized Services Managers,1,Managers
2166,web design assistant,21,Science and engineering professionals,2,Professionals
5419,rescue station superintendent,54,Protective services workers,5,Service and Sales Workers
1223,insurance product developer,12,Administrative and commercial managers,1,Managers
7543,plywood quality rater,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3116,road surface technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
5152,live in housekeeping couple,51,Personal service workers,5,Service and Sales Workers
5169,prostitute,51,Personal service workers,5,Service and Sales Workers
8211,aircraft rigging assembler,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
3322,fish salesman,33,Business and administration associate professionals,3,Technicians and Associate Professionals
8211,valve assembler,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
5223,antiquities shop specialised seller,52,Sales workers,5,Service and Sales Workers
1411,inn keeper,14,"Hospitality, retail and other services managers",1,Managers
7221,spring forge operator,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2433, plumbing and heating equipment,24,Business and administration professionals,2,Professionals
5230,lottery retailer cashier,52,Sales workers,5,Service and Sales Workers
8142,plastic blow molding machine operative,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7122,floorer,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
7233,flyer balancer,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
3115,rail rolling stock assembly operator,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7214,gas engineer's plater,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5223,confectionery salesperson,52,Sales workers,5,Service and Sales Workers
7221,axle straightener,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2113,consumer and sensory scientist,21,Science and engineering professionals,2,Professionals
2423,career mentor,24,Business and administration professionals,2,Professionals
3118,electronics design drafter,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3111,nuclear plant radiation technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2642,architecture critic,26,"Legal, social and cultural professionals",2,Professionals
8160,milk treatment operative,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
9623,laundrette operator,96,Refuse workers and other elementary workers,9,Elementary Occupations
2651,black and white etcher,26,"Legal, social and cultural professionals",2,Professionals
8160,spinning operative,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
5132,bar-cellarman,51,Personal service workers,5,Service and Sales Workers
9329,locomotive cleaner,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
7549,taper girl,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
7233,nicker and turner's fitter,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5312,kindergarten assistant,53,Personal care workers,5,Service and Sales Workers
5223,stationery specialised seller,52,Sales workers,5,Service and Sales Workers
8114,machine man,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1219,property service manager,12,Administrative and commercial managers,1,Managers
3412,contact supervisor,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
2222,midwife researcher,22,Health professionals,2,Professionals
9629,chair ticket inspector,96,Refuse workers and other elementary workers,9,Elementary Occupations
3352,council tax officer,33,Business and administration associate professionals,3,Technicians and Associate Professionals
8343,winch driver,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
8112,slag crusher,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7422,phone systems technician,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
5223,partsman,52,Sales workers,5,Service and Sales Workers
5329,ward aide,53,Personal care workers,5,Service and Sales Workers
4223,communications controller,42,Customer services clerks,4,Clerical Support Workers
3423,marine vessel captain,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
3314,actuarial aide,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7322,large format digital printer,73,Handicraft and printing workers,7,Craft and Related Trades Workers
2512,solutions developer,25,Information and communications technology professionals,2,Professionals
2230,traditional therapist,22,Health professionals,2,Professionals
5243,sales planner,52,Sales workers,5,Service and Sales Workers
2163,textile colourists,21,Science and engineering professionals,2,Professionals
8181,glassmaker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3412,children's services worker,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8153,finisher and liner,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2112,aviation meteorological specialist,21,Science and engineering professionals,2,Professionals
2151,engineer specialist in electromagnetics,21,Science and engineering professionals,2,Professionals
9333,loading bay operative,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
7515,gelatine sorter,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
1324,senior import manager in  wood and construction materials,13,Production and Specialized Services Managers,1,Managers
2152,senior MEMS engineer,21,Science and engineering professionals,2,Professionals
8211,mechatronic equipment assembler,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
8181,lehr kiln tender,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7316,toucher-up,73,Handicraft and printing workers,7,Craft and Related Trades Workers
7124,insulation fixer,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
2521,database integrators,25,Information and communications technology professionals,2,Professionals
2635,crisis intervention social worker,26,"Legal, social and cultural professionals",2,Professionals
8151,yarn sizer,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2149,fire prevention and protection engineering adviser,21,Science and engineering professionals,2,Professionals
2512,software developer,25,Information and communications technology professionals,2,Professionals
2642,crime correspondent,26,"Legal, social and cultural professionals",2,Professionals
2149,renewable energy technology engineering expert,21,Science and engineering professionals,2,Professionals
8141,curing machinist,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7223,drill press operative,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5249,rental advisor in agricultural machinery and equipment,52,Sales workers,5,Service and Sales Workers
1431,recreation establishment manager,14,"Hospitality, retail and other services managers",1,Managers
3214,technologist in prosthetics,32,Health associate professionals,3,Technicians and Associate Professionals
5223,ammunition specialised seller,52,Sales workers,5,Service and Sales Workers
3322,alternative energy salesman,33,Business and administration associate professionals,3,Technicians and Associate Professionals
1212,operational research manager,12,Administrative and commercial managers,1,Managers
3353,housing benefit officer,33,Business and administration associate professionals,3,Technicians and Associate Professionals
5223,fisheries shop specialised seller,52,Sales workers,5,Service and Sales Workers
5164,horse trainer,51,Personal service workers,5,Service and Sales Workers
8121,caser,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7531,trouser maker,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
5141,event hair stylist,51,Personal service workers,5,Service and Sales Workers
9623,meter checker,96,Refuse workers and other elementary workers,9,Elementary Occupations
2152,electronics engineering specialist,21,Science and engineering professionals,2,Professionals
2166,vfx supervisor,21,Science and engineering professionals,2,Professionals
2141,group planner,21,Science and engineering professionals,2,Professionals
9312,screwman,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
2651,artifact conservator,26,"Legal, social and cultural professionals",2,Professionals
9629,fair ground attendant,96,Refuse workers and other elementary workers,9,Elementary Occupations
8189,banding machine operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2432,communications aide,24,Business and administration professionals,2,Professionals
3412,day care officer,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
1349,library manager,13,Production and Specialized Services Managers,1,Managers
8341,agricultural machinery supervisor,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
8342,piling equipment operative,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
2654,video producer,26,"Legal, social and cultural professionals",2,Professionals
8342,concrete paving machinist,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
1213,diocesan secretary,12,Administrative and commercial managers,1,Managers
2411,audit team leader,24,Business and administration professionals,2,Professionals
3112,fire safety testing technology expert,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
9311,slurry worker,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
1349,medical laboratory director of operations,13,Production and Specialized Services Managers,1,Managers
8332,dangerous goods driver,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
7521,veneer preparer,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
7512,liquorice hand,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
8114,cement block maker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8350,canal boat crew member,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
2642,crime & defence correspondent,26,"Legal, social and cultural professionals",2,Professionals
3123,terrazzo flooring supervisor,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2423,employment agent,24,Business and administration professionals,2,Professionals
3334,real estate agents,33,Business and administration associate professionals,3,Technicians and Associate Professionals
3341,office coordinator,33,Business and administration associate professionals,3,Technicians and Associate Professionals
1420,men's fashion shop manager,14,"Hospitality, retail and other services managers",1,Managers
3212,practitioner in biomedical science,32,Health associate professionals,3,Technicians and Associate Professionals
2142,airport development director,21,Science and engineering professionals,2,Professionals
5221,garden centre owner,52,Sales workers,5,Service and Sales Workers
2320,educator in hair and beauty,23,Teaching professionals,2,Professionals
9329,striker,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
4419,envelope filler,44,Other clerical support workers,4,Clerical Support Workers
1420,bookseller,14,"Hospitality, retail and other services managers",1,Managers
7126,septic tank emptying machine operative,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
9112,church cleaner,91,Cleaners and helpers,9,Elementary Occupations
4221,railway ticket sales representative,42,Customer services clerks,4,Clerical Support Workers
2512,applications consultant,25,Information and communications technology professionals,2,Professionals
7531,suit maker,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
1213,advocacy coordinator,12,Administrative and commercial managers,1,Managers
4311,billing clerk,43,Numerical and material recording clerks,4,Clerical Support Workers
8114,post maker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1420,pet store manager,14,"Hospitality, retail and other services managers",1,Managers
2643,scientific translator,26,"Legal, social and cultural professionals",2,Professionals
2261,lecturer,22,Health professionals,2,Professionals
4227,traffic enumerator,42,Customer services clerks,4,Clerical Support Workers
2310,economics teacher,23,Teaching professionals,2,Professionals
3123,project supervisor (lift installation),31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2632,media anthropologist,26,"Legal, social and cultural professionals",2,Professionals
9121,cap presser,91,Cleaners and helpers,9,Elementary Occupations
7549,detonator maker,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
4221,holiday sales assistant,42,Customer services clerks,4,Clerical Support Workers
9212,stud hand,92,"Agricultural, forestry and fishery labourers",9,Elementary Occupations
2310,music conservatory lecturer,23,Teaching professionals,2,Professionals
7536,customised shoe maker,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3314,work study analyst,33,Business and administration associate professionals,3,Technicians and Associate Professionals
3435,back-up,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
7321,scanning specialist,73,Handicraft and printing workers,7,Craft and Related Trades Workers
2519,ICT systems test engineer,25,Information and communications technology professionals,2,Professionals
8211,axle fitter,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
3122,melter manager,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
5164,animal retail caretaker,51,Personal service workers,5,Service and Sales Workers
7126,heating fitter,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
2144,rotating equipment engineer,21,Science and engineering professionals,2,Professionals
2619,commissioner of oaths,26,"Legal, social and cultural professionals",2,Professionals
7322,rotary screen printing operator,73,Handicraft and printing workers,7,Craft and Related Trades Workers
8312,railroad signal maintainer,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
6113,turf contractor,61,Market-oriented skilled agricultural workers,6,"Skilled Agricultural, Forestry and Fishery Workers"
3153,pilot of private aeroplanes,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7543,assembled products production inspector,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
8212,printed circuit board fabricator,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
8151,yarn man,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1349,clinical laboratory director of operations,13,Production and Specialized Services Managers,1,Managers
8154,hydro man,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2133,ecologists,21,Science and engineering professionals,2,Professionals
7532,garment and related patternmaker,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3122,motor vehicle production line chargehand,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
8211,sub assembler,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
4227,census enumerator,42,Customer services clerks,4,Clerical Support Workers
3112,construction quality and safety manager,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
4227,elections canvasser,42,Customer services clerks,4,Clerical Support Workers
7543,boiler inspector,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2149,logistic engineer,21,Science and engineering professionals,2,Professionals
8332,rolly driver,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
8211,bus body assembler,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
7133,chimney sweep supervisor,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
7221,drop forge hand,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
5169,games attendant,51,Personal service workers,5,Service and Sales Workers
3123,scaffolder foreman,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3315,insurance claims assessor,33,Business and administration associate professionals,3,Technicians and Associate Professionals
